,entry_count,positive_count,negative_count,correctly_guessed,positive_guess_count,negative_guess_count
Q9Y6X5,39,4,35,1,17,0
A0A0B4J1Y8,14,0,14,0,5,0
A8MXQ7,16,0,16,0,10,0
C9JRZ8,13,0,13,0,8,0
D3W0D1,17,0,17,0,6,0
O00291,101,9,92,9,57,0
O14735,18,0,18,0,1,0
O14763,32,0,32,0,19,0
O60477,66,0,66,0,25,0
O60760,5,0,5,0,1,0
O75317,22,0,22,0,8,0
O75607,20,7,13,6,13,0
O76070,13,5,8,5,13,0
O95168,3,1,2,1,3,0
O95388,23,0,23,0,1,0
O95831,60,17,43,11,31,0
P00973,24,1,23,1,12,0
P04628,34,1,33,1,17,0
P06865,35,1,34,0,8,0
P08236,39,0,39,0,13,0
P0C6C1,64,0,64,0,42,0
P0DJ07,1,0,1,0,0,0
P0DP24,4,0,4,0,3,0
P17014,53,0,53,0,11,0
P19525,64,12,52,8,31,0
P22894,32,0,32,0,10,0
P33402,56,3,53,3,32,0
P36639,4,0,4,0,2,0
P55085,42,7,35,6,19,0
P55769,10,3,7,2,6,0
P61923,13,2,11,1,5,0
P62750,7,3,4,3,7,0
Q07666,46,18,28,9,24,0
Q10587,26,2,24,2,13,0
Q12756,164,24,140,16,71,0
Q12778,120,24,96,17,68,0
Q13069,3,0,3,0,1,0
Q13099,69,9,60,9,42,0
Q13367,122,14,108,13,74,0
Q13402,136,2,134,0,53,0
Q13620,112,26,86,15,58,0
Q15653,31,11,20,8,21,0
Q15942,66,26,40,23,49,0
Q1KMD3,56,18,38,11,28,0
Q5H943,11,0,11,0,5,0
Q5IJ48,77,1,76,1,19,0
Q5TH69,263,45,218,31,135,0
Q676U5,61,9,52,9,32,0
Q6P996,79,25,54,14,42,0
Q6QNY1,6,0,6,0,1,0
Q6ZMV5,50,0,50,0,16,0
Q6ZRK6,94,2,92,1,39,0
Q6ZSJ9,49,3,46,3,29,0
Q6ZWH5,106,0,106,0,50,0
Q7Z2K6,70,0,70,0,20,0
Q7Z3T8,200,27,173,18,88,0
Q7Z6J6,56,9,47,8,36,0
Q86YL7,15,0,15,0,6,0
Q8IUB3,3,0,3,0,0,0
Q8IVM0,17,2,15,2,11,0
Q8N808,28,0,28,0,6,0
Q8N8Q1,15,0,15,0,3,0
Q8N9H9,66,0,66,0,30,0
Q8NES8,4,0,4,0,1,0
Q8NFZ8,25,3,22,1,10,0
Q8NG81,28,0,28,0,7,0
Q8NGA2,31,0,31,0,4,0
Q8NGH5,24,0,24,0,5,0
Q8WUY8,7,0,7,0,4,0
Q8WV99,28,4,24,2,10,0
Q8WXX7,152,17,135,13,86,0
Q8WY41,23,2,21,1,9,0
Q96JW4,49,2,47,2,17,0
Q96MR6,85,0,85,0,38,0
Q9BT25,60,18,42,12,32,0
Q9BTK6,30,7,23,7,24,0
Q9BU61,10,0,10,0,4,0
Q9BYZ8,18,1,17,1,7,0
Q9H2J1,23,0,23,0,11,0
Q9HAW9,36,0,36,0,6,0
Q9HB21,54,17,37,16,38,0
Q9HC44,84,22,62,14,47,0
Q9NRR3,12,5,7,3,8,0
Q9NSD9,22,2,20,0,6,0
Q9NUM4,22,3,19,3,12,0
Q9NW68,58,14,44,8,31,0
Q9NXZ1,80,6,74,5,22,0
Q9NY61,72,27,45,25,61,0
Q9NYQ7,293,11,282,9,136,0
Q9NYY3,52,3,49,2,14,0
Q9UHH9,29,3,26,3,16,0
Q9UHM6,45,0,45,0,21,0
Q9UKD2,22,7,15,3,7,0
Q9ULC8,99,19,80,19,74,0
Q9Y216,62,0,62,0,29,0
Q9Y2B9,4,0,4,0,4,0
Q9Y4Z0,3,0,3,0,0,0
Q9Y5C1,36,0,36,0,16,0
Q9Y5X4,40,0,40,0,15,0
Q9Y6I4,47,4,43,3,20,0
Q9Y6J8,19,0,19,0,8,0
A0A075B6J2,17,0,17,0,2,0
A0A286YFB4,6,0,6,0,0,0
A2A2Z9,53,1,52,1,26,0
O00110,15,0,15,0,5,0
O15146,72,2,70,2,29,0
O43561,53,22,31,14,34,0
O60921,18,1,17,1,7,0
O75309,58,0,58,0,22,0
O75409,12,0,12,0,8,0
O75506,6,1,5,1,4,0
O95965,34,0,34,0,7,0
P07498,7,0,7,0,3,0
P09471,25,3,22,3,13,0
P0C2Y1,37,0,37,0,16,0
P0C7T2,25,0,25,0,3,0
P0DP02,12,0,12,0,4,0
P13497,80,1,79,1,36,0
P29474,89,11,78,8,49,0
P35414,35,2,33,2,15,0
P36575,27,0,27,0,11,0
P52597,50,15,35,14,36,0
P54840,47,5,42,3,24,0
P55036,31,6,25,5,20,0
P57076,13,3,10,2,6,0
P62861,2,0,2,0,2,0
P63173,5,2,3,2,4,0
Q01804,131,8,123,5,67,0
Q04912,103,3,100,3,38,0
Q07021,25,7,18,3,10,0
Q07687,50,3,47,2,24,0
Q11128,30,0,30,0,8,0
Q13395,129,2,127,2,46,0
Q14117,24,1,23,1,7,0
Q14541,36,3,33,3,15,0
Q15149,392,135,257,122,297,0
Q15293,16,5,11,5,13,0
Q16186,56,10,46,5,28,0
Q16520,14,1,13,1,11,0
Q16549,54,1,53,1,26,0
Q16621,32,2,30,2,14,0
Q16878,11,0,11,0,5,0
Q5TA82,15,0,15,0,2,0
Q5VVB8,7,0,7,0,0,0
Q6NUN9,50,5,45,5,23,0
Q6P158,136,14,122,10,57,0
Q6PH81,18,3,15,3,13,0
Q6PP77,30,0,30,0,6,0
Q6TFL4,42,0,42,0,10,0
Q6UX06,45,0,45,0,20,0
Q6ZT21,36,0,36,0,12,0
Q6ZUA9,120,1,119,0,38,0
Q6ZV29,104,5,99,3,45,0
Q6ZVZ8,22,0,22,0,11,0
Q76EJ3,24,0,24,0,6,0
Q7L2E3,95,11,84,10,47,0
Q86UD3,22,0,22,0,5,0
Q86VX9,61,8,53,6,36,0
Q8IUG1,27,0,27,0,1,0
Q8IVF4,250,8,242,4,92,0
Q8IYX0,33,0,33,0,7,0
Q8N7P3,15,0,15,0,1,0
Q8NBM8,40,0,40,0,11,0
Q8NCL4,38,0,38,0,11,0
Q8NG83,29,0,29,0,8,0
Q8NGF8,24,0,24,0,2,0
Q8TCT8,31,1,30,1,8,0
Q8TE02,31,3,28,0,11,0
Q8WU58,42,1,41,0,15,0
Q8WWZ7,158,13,145,5,47,0
Q8WZ73,39,9,30,7,24,0
Q92551,62,12,50,10,39,0
Q96FF9,51,25,26,22,45,0
Q99525,1,0,1,0,1,0
Q9BQE5,16,2,14,2,8,0
Q9BQJ4,13,0,13,0,2,0
Q9BRR6,43,1,42,1,15,0
Q9BRY0,32,7,25,7,20,0
Q9BTA0,6,0,6,0,2,0
Q9BVJ6,83,28,55,25,65,0
Q9BXR3,50,0,50,0,13,0
Q9BXU1,83,0,83,0,40,0
Q9BYC5,29,1,28,1,8,0
Q9H0K1,90,14,76,14,49,0
Q9H334,66,9,57,8,41,0
Q9H4F8,33,0,33,0,21,0
Q9HBQ8,7,0,7,0,6,0
Q9HCK0,38,0,38,0,17,0
Q9NPF0,29,1,28,0,11,0
Q9NQR1,27,4,23,4,19,0
Q9NSK7,7,2,5,2,5,0
Q9NX07,18,1,17,0,4,0
Q9P219,222,50,172,48,169,0
Q9P2B2,91,1,90,1,27,0
Q9UBV8,23,0,23,0,7,0
Q9UNH6,23,1,22,1,11,0
Q9Y4E1,229,86,143,84,202,0
Q9Y4R8,72,12,60,7,26,0
Q9Y6V0,693,65,628,62,430,0
Q9Y6Y9,15,0,15,0,4,0
W5XKT8,17,0,17,0,3,0
A0A0K0K1G8,8,0,8,0,5,0
A0A494C0B9,8,0,8,0,5,0
A0A7I2V2S6,2,0,2,0,1,0
A0A7P0TAN4,51,0,51,0,14,0
A6NDD5,19,0,19,0,6,0
A8MPP1,60,3,57,3,16,0
A8MZ26,2,0,2,0,0,0
O00124,25,2,23,1,11,0
O14609,13,0,13,0,2,0
O14709,83,6,77,6,41,0
O15229,35,0,35,0,11,0
O15315,37,0,37,0,14,0
O43490,66,1,65,1,21,0
O43567,30,1,29,1,16,0
O43809,4,0,4,0,3,0
O60566,103,17,86,9,45,0
O60882,31,1,30,1,12,0
O95628,79,14,65,8,28,0
O95715,7,0,7,0,2,0
P00738,17,0,17,0,6,0
P05388,25,7,18,4,11,0
P09669,1,0,1,0,0,0
P17029,71,20,51,13,35,0
P22531,1,0,1,0,1,0
P32754,25,6,19,4,13,0
P35227,29,0,29,0,10,0
P39877,4,0,4,0,2,0
P50395,41,15,26,8,23,0
P51511,24,2,22,2,12,0
P55089,8,0,8,0,4,0
P58557,2,0,2,0,0,0
P59533,34,0,34,0,1,0
P61254,13,5,8,4,8,0
Q12809,115,14,101,11,54,0
Q13255,102,2,100,1,39,0
Q15334,102,10,92,6,39,0
Q16473,32,0,32,0,12,0
Q3MIN7,88,15,73,11,55,0
Q52LD8,63,8,55,4,34,0
Q5T751,22,0,22,0,6,0
Q6IE37,108,1,107,0,35,0
Q6P3X8,43,0,43,0,23,0
Q7L0X0,57,0,57,0,27,0
Q7L8L6,64,1,63,1,23,0
Q7LDG7,64,10,54,10,35,0
Q7Z3D4,34,5,29,4,17,0
Q7Z404,52,1,51,1,14,0
Q7Z699,46,0,46,0,31,0
Q7Z6J4,43,0,43,0,17,0
Q86VE9,30,0,30,0,5,0
Q8IUW5,30,8,22,8,22,0
Q8IYB8,56,1,55,1,21,0
Q8N6P7,59,1,58,1,28,0
Q8N7J2,66,4,62,2,35,0
Q8N816,31,0,31,0,1,0
Q8NAP8,51,2,49,0,27,0
Q8NBP7,51,2,49,2,14,0
Q8NCL9,29,0,29,0,12,0
Q8NF37,32,0,32,0,11,0
Q8TCP9,48,2,46,2,24,0
Q8TE77,78,19,59,17,48,0
Q8TF66,46,1,45,0,16,0
Q8WUX2,5,0,5,0,2,0
Q8WWQ2,41,0,41,0,13,0
Q92562,77,2,75,2,40,0
Q96AJ9,15,2,13,2,10,0
Q96AX9,48,7,41,7,26,0
Q96DG6,16,5,11,2,7,0
Q96FS4,114,26,88,23,75,0
Q96FW1,24,4,20,2,6,0
Q96M60,53,2,51,1,21,0
Q96N53,14,0,14,0,8,0
Q96NL1,37,0,37,0,24,0
Q96NR3,74,0,74,0,19,0
Q96P11,34,2,32,2,17,0
Q96S42,28,0,28,0,12,0
Q99941,91,8,83,5,48,0
Q9BPW9,16,0,16,0,7,0
Q9BRP8,19,6,13,6,18,0
Q9BTT6,40,6,34,2,12,0
Q9BUL9,24,9,15,9,22,0
Q9H2Z4,23,0,23,0,10,0
Q9H361,48,9,39,9,39,0
Q9HBB8,66,4,62,4,36,0
Q9NNW5,78,1,77,1,22,0
Q9NVR2,44,7,37,6,21,0
Q9NXG2,25,7,18,6,17,0
Q9NY47,61,0,61,0,24,0
Q9P1Y6,264,56,208,54,191,0
Q9UKD1,47,5,42,2,19,0
Q9UKM9,36,13,23,13,33,0
Q9UL36,185,4,181,3,60,0
Q9UL62,90,3,87,1,37,0
Q9ULL4,121,3,118,0,33,0
Q9UN70,92,12,80,10,44,0
Q9Y2W3,80,0,80,0,28,0
Q9Y3V2,18,0,18,0,5,0
Q9Y547,11,0,11,0,2,0
Q9Y5G9,83,0,83,0,25,0
Q9Y664,34,0,34,0,15,0
A0A1B0GTD5,9,0,9,0,2,0
A0A3B3IT52,10,0,10,0,3,0
A6NFU8,8,0,8,0,1,0
A6NMZ7,176,7,169,7,80,0
A6NNN8,39,1,38,1,7,0
A8MYZ6,38,1,37,1,19,0
B2RV13,8,0,8,0,2,0
O14645,14,0,14,0,6,0
O15294,53,3,50,3,29,0
O43147,89,8,81,8,52,0
O43896,101,17,84,12,52,0
O94941,53,1,52,1,15,0
P00995,3,0,3,0,1,0
P01599,15,0,15,0,7,0
P05089,23,5,18,4,15,0
P05141,16,5,11,1,3,0
P06737,44,11,33,9,26,0
P07814,120,34,86,22,64,0
P0C851,15,0,15,0,8,0
P0DN82,21,0,21,0,0,0
P11509,32,3,29,3,19,0
P11940,53,17,36,17,46,0
P17538,24,0,24,0,3,0
P17947,22,0,22,0,11,0
P18084,66,5,61,4,24,0
P18283,9,1,8,1,7,0
P19320,76,3,73,3,27,0
P19419,56,13,43,10,29,0
P20849,42,0,42,0,24,0
P21266,12,4,8,4,9,0
P23284,12,4,8,4,11,0
P24387,22,0,22,0,7,0
P32246,23,5,18,5,10,0
P35475,41,0,41,0,23,0
P38935,88,12,76,7,48,0
P41235,51,15,36,15,34,0
P42830,7,0,7,0,2,0
P46092,28,1,27,1,5,0
P48506,44,5,39,5,25,0
P53597,20,0,20,0,8,0
P54219,38,0,38,0,9,0
P57052,36,0,36,0,17,0
P62857,6,3,3,3,6,0
Q00341,98,26,72,17,52,0
Q00535,18,5,13,2,4,0
Q00889,35,0,35,0,14,0
Q0P670,57,0,57,0,25,0
Q13873,116,20,96,11,52,0
Q15622,31,0,31,0,2,0
Q16816,21,2,19,2,12,0
Q3C1V0,36,0,36,0,4,0
Q495Y8,31,0,31,0,20,0
Q5JPI3,14,0,14,0,8,0
Q5QJ38,87,4,83,1,47,0
Q6JVE5,11,0,11,0,3,0
Q6NUT2,58,1,57,0,22,0
Q6PJQ5,27,0,27,0,14,0
Q6S8J3,87,8,79,8,49,0
Q6ZMI0,78,7,71,6,40,0
Q6ZRR7,113,2,111,2,50,0
Q7RTT9,37,1,36,1,12,0
Q7Z6K4,4,0,4,0,0,0
Q86T65,67,5,62,5,30,0
Q86TC9,187,37,150,36,119,0
Q86UQ0,32,1,31,1,8,0
Q86YD7,48,4,44,3,21,0
Q8IWY8,82,8,74,7,44,0
Q8IYR0,34,1,33,1,13,0
Q8N2W9,39,1,38,0,17,0
Q8N4S7,16,0,16,0,5,0
Q8N8A8,8,0,8,0,5,0
Q8NGZ9,29,0,29,0,2,0
Q8NHY5,24,1,23,1,14,0
Q8TF40,164,30,134,19,79,0
Q8WU08,19,0,19,0,11,0
Q8WUE5,21,0,21,0,6,0
Q92527,12,2,10,1,5,0
Q92882,13,5,8,5,11,0
Q93015,18,2,16,2,9,0
Q969Z4,29,2,27,1,11,0
Q96AT1,19,9,10,8,16,0
Q96D09,91,10,81,9,50,0
Q96PQ7,63,3,60,2,26,0
Q96QC0,84,23,61,21,62,0
Q9BRJ9,28,0,28,0,17,0
Q9BUN1,48,3,45,2,23,0
Q9BXC9,56,1,55,1,19,0
Q9H3H3,17,2,15,2,10,0
Q9H444,10,3,7,2,5,0
Q9H5V8,93,12,81,11,43,0
Q9HB14,34,1,33,1,14,0
Q9NRJ2,17,0,17,0,11,0
Q9NVE4,74,3,71,2,37,0
Q9NYX4,9,0,9,0,6,0
Q9Y2G0,69,5,64,3,24,0
Q9Y2Q0,82,5,77,4,32,0
Q9Y2Q5,5,0,5,0,2,0
Q9Y2X0,85,2,83,1,32,0
Q9Y6M9,7,2,5,2,4,0
U3KPV4,14,0,14,0,3,0
A0A0B4J265,10,0,10,0,5,0
O00337,54,3,51,3,21,0
O14641,111,20,91,14,61,0
O14730,38,7,31,7,23,0
O14757,48,15,33,11,25,0
O15266,22,3,19,3,15,0
O43309,42,2,40,2,22,0
O43704,14,0,14,0,4,0
O43741,45,17,28,6,17,0
O60641,103,7,96,7,53,0
O60656,32,0,32,0,4,0
O75061,101,12,89,10,61,0
P01718,14,0,14,0,5,0
P01920,13,0,13,0,7,0
P07954,30,4,26,2,14,0
P0DMU9,15,0,15,0,7,0
P10244,79,17,62,13,47,0
P11511,26,0,26,0,0,0
P14406,2,0,2,0,1,0
P17661,51,19,32,9,27,0
P31350,28,6,22,5,15,0
P36873,16,2,14,0,3,0
P37108,8,2,6,2,6,0
P42702,114,8,106,7,50,0
P45844,59,1,58,1,20,0
P51151,14,1,13,1,7,0
P56555,13,0,13,0,7,0
P56817,32,0,32,0,12,0
P59541,23,0,23,0,5,0
Q12800,40,7,33,6,21,0
Q12955,580,100,480,59,325,0
Q13137,32,7,25,5,17,0
Q13324,20,0,20,0,4,0
Q13464,100,20,80,11,62,0
Q13621,77,5,72,5,31,0
Q14184,21,0,21,0,12,0
Q14232,24,4,20,4,14,0
Q14574,65,10,55,10,36,0
Q16559,3,0,3,0,2,0
Q58G82,22,0,22,0,9,0
Q5JNZ5,5,0,5,0,2,0
Q5SGD2,24,1,23,1,6,0
Q6NXS1,23,5,18,3,14,0
Q6PL24,38,9,29,7,22,0
Q6UXU4,23,0,23,0,7,0
Q6WRX3,57,0,57,0,12,0
Q6YHK3,144,3,141,3,60,0
Q6ZS81,303,11,292,9,110,0
Q7KZ85,111,21,90,15,53,0
Q86UD7,16,0,16,0,9,0
Q86UU5,53,0,53,0,26,0
Q86VL8,48,0,48,0,13,0
Q8IUW3,35,6,29,4,18,0
Q8IXF0,111,5,106,4,62,0
Q8IZF5,93,0,93,0,31,0
Q8N0U7,57,5,52,3,33,0
Q8N4M1,50,1,49,0,10,0
Q8N5L8,15,2,13,2,7,0
Q8NA31,68,1,67,1,27,0
Q8NGD4,32,0,32,0,6,0
Q8NHC7,32,0,32,0,3,0
Q8TAA3,18,5,13,5,14,0
Q8TD35,6,0,6,0,4,0
Q8TDF5,47,0,47,0,19,0
Q8WU10,28,0,28,0,15,0
Q8WZA2,52,0,52,0,26,0
Q8WZA9,31,3,28,3,17,0
Q96BF6,47,1,46,1,25,0
Q96BT7,60,3,57,1,30,0
Q96C24,82,21,61,20,58,0
Q96CM3,19,1,18,1,5,0
Q96DY7,99,11,88,9,41,0
Q96DZ1,32,1,31,0,14,0
Q96E40,18,0,18,0,7,0
Q96JK4,43,0,43,0,16,0
Q96PM5,10,2,8,1,3,0
Q96SB8,80,8,72,8,45,0
Q99519,38,1,37,1,13,0
Q9BV81,7,0,7,0,1,0
Q9BVS4,68,23,45,21,49,0
Q9GZP8,21,5,16,1,8,0
Q9H609,13,4,9,3,6,0
Q9H668,29,2,27,1,12,0
Q9NP71,98,15,83,12,55,0
Q9NSA1,14,0,14,0,6,0
Q9NZD8,22,0,22,0,5,0
Q9UBT2,50,11,39,10,31,0
Q9UDY6,23,0,23,0,8,0
Q9UHD1,30,8,22,4,11,0
Q9UI46,52,2,50,1,25,0
Q9UL40,22,1,21,0,10,0
Q9UP79,58,3,55,2,28,0
Q9UQM7,31,6,25,5,20,0
Q9Y258,9,0,9,0,2,0
Q9Y2J4,86,19,67,12,49,0
Q9Y3R5,272,39,233,24,122,0
Q9Y473,59,0,59,0,16,0
Q9Y5Y9,150,3,147,3,60,0
Q9Y617,34,7,27,3,10,0
A6NM66,14,0,14,0,3,0
A8MZ36,9,0,9,0,2,0
O00287,30,7,23,5,22,0
O14497,304,57,247,41,165,0
O14559,152,5,147,5,86,0
O15234,78,21,57,15,47,0
O15259,61,3,58,3,29,0
O43435,22,1,21,1,9,0
O43506,40,0,40,0,7,0
O60229,243,16,227,16,108,0
O60296,122,16,106,14,65,0
O75362,136,33,103,24,81,0
P00813,17,2,15,2,9,0
P05181,29,8,21,4,10,0
P0DI82,7,0,7,0,2,0
P0DMB2,9,0,9,0,7,0
P13349,30,2,28,1,10,0
P27815,106,20,86,13,63,0
P32969,11,2,9,2,6,0
P39019,9,2,7,2,7,0
P43234,33,1,32,1,10,0
P49454,363,88,275,50,192,0
P51665,19,2,17,2,9,0
P53370,20,1,19,1,7,0
P54821,20,0,20,0,15,0
P55056,8,0,8,0,5,0
P62745,10,2,8,2,9,0
P78346,22,3,19,2,10,0
P81534,2,0,2,0,0,0
Q06587,51,18,33,9,24,0
Q13562,32,0,32,0,20,0
Q15464,91,26,65,20,57,0
Q15526,17,0,17,0,7,0
Q15637,45,6,39,4,19,0
Q16586,20,0,20,0,11,0
Q16649,77,8,69,7,45,0
Q16854,21,1,20,1,7,0
Q3SY84,63,9,54,9,42,0
Q495D7,8,0,8,0,4,0
Q5HYW2,215,41,174,39,146,0
Q5JRM2,56,0,56,0,36,0
Q5JST6,51,1,50,0,16,0
Q5JU69,22,0,22,0,6,0
Q5ST30,76,3,73,1,31,0
Q6A163,43,3,40,2,17,0
Q6P2D0,27,0,27,0,5,0
Q7Z353,74,0,74,0,40,0
Q7Z6I5,20,0,20,0,10,0
Q7Z6J0,117,26,91,24,68,0
Q86W56,101,24,77,22,70,0
Q86Y79,10,0,10,0,5,0
Q8IWL2,11,0,11,0,3,0
Q8IYN6,15,0,15,0,10,0
Q8N5D6,21,0,21,0,10,0
Q8NAM6,45,0,45,0,13,0
Q8NB37,26,4,22,4,14,0
Q8NBD8,5,0,5,0,0,0
Q8TAM1,62,1,61,0,14,0
Q8TC41,40,0,40,0,20,0
Q8TDX9,303,2,301,2,112,0
Q8WUJ0,16,5,11,3,7,0
Q8WXF3,11,0,11,0,4,0
Q92581,52,4,48,4,18,0
Q92614,244,72,172,71,185,0
Q92629,16,2,14,2,10,0
Q969Q5,13,0,13,0,3,0
Q969T3,28,3,25,1,16,0
Q96A04,10,0,10,0,7,0
Q96E14,9,2,7,1,4,0
Q96ES6,20,1,19,0,3,0
Q96HU1,56,5,51,5,23,0
Q96L15,19,0,19,0,6,0
Q96MC6,45,2,43,1,12,0
Q99661,86,25,61,23,59,0
Q99933,29,5,24,3,15,0
Q9BQP9,16,0,16,0,3,0
Q9BTD8,21,2,19,2,13,0
Q9BZ11,48,2,46,1,8,0
Q9BZD6,16,4,12,2,8,0
Q9H0L4,45,10,35,9,23,0
Q9H0R6,43,0,43,0,12,0
Q9H239,26,0,26,0,14,0
Q9H3U1,73,12,61,12,40,0
Q9H4I3,27,1,26,0,11,0
Q9H9S3,30,0,30,0,7,0
Q9NPG8,16,1,15,0,3,0
Q9NRC8,27,0,27,0,13,0
Q9NX04,13,0,13,0,5,0
Q9NZ53,69,10,59,9,40,0
Q9P0N5,7,0,7,0,2,0
Q9UBM1,13,0,13,0,4,0
Q9UFN0,13,0,13,0,4,0
Q9UHC6,129,2,127,0,47,0
Q9UHJ3,68,5,63,5,40,0
Q9UHR6,21,4,17,4,13,0
Q9ULH1,128,29,99,27,90,0
Q9ULI2,27,0,27,0,9,0
Q9ULM6,47,1,46,0,21,0
Q9Y262,43,8,35,7,22,0
Q9Y4B5,253,79,174,74,195,0
A1L170,45,12,33,11,31,0
A6NKD9,47,8,39,6,32,0
A6NN90,53,0,53,0,23,0
O00559,18,5,13,2,7,0
O14640,91,5,86,4,44,0
O43615,33,3,30,2,20,0
O43760,16,1,15,1,4,0
O60260,34,6,28,2,11,0
O60292,246,59,187,44,137,0
O60826,45,6,39,2,25,0
O60894,5,1,4,1,2,0
O75431,12,1,11,1,6,0
O76095,10,0,10,0,3,0
O95153,174,6,168,6,99,0
O95395,27,0,27,0,8,0
O95571,18,3,15,2,8,0
O95900,16,1,15,1,6,0
P04070,35,1,34,1,15,0
P07288,21,0,21,0,6,0
P09958,62,2,60,2,23,0
P0DMQ5,10,0,10,0,6,0
P10074,48,5,43,5,22,0
P13639,63,19,44,9,27,0
P19526,17,0,17,0,2,0
P30050,13,5,8,4,10,0
P35716,68,9,59,9,47,0
P41968,21,0,21,0,1,0
P46527,22,7,15,6,17,0
P55087,20,3,17,0,5,0
P55197,184,29,155,22,100,0
P59025,22,1,21,1,9,0
P62495,31,5,26,5,20,0
P78563,88,14,74,11,43,0
Q01740,39,1,38,1,18,0
Q13085,195,39,156,19,80,0
Q13303,32,5,27,3,12,0
Q14330,18,0,18,0,5,0
Q14558,22,2,20,2,13,0
Q16134,29,2,27,2,16,0
Q5T6L9,54,0,54,0,16,0
Q5U651,89,19,70,15,53,0
Q5VWZ2,20,1,19,1,8,0
Q695T7,51,0,51,0,10,0
Q6B9Z1,8,0,8,0,1,0
Q6GPH6,35,1,34,1,13,0
Q6H8Q1,86,19,67,15,62,0
Q6L8H2,57,0,57,0,1,0
Q6P988,36,0,36,0,14,0
Q6UWF7,45,2,43,1,14,0
Q6ZMZ0,74,0,74,0,31,0
Q7Z7F0,51,4,47,4,27,0
Q7Z7N9,26,2,24,1,4,0
Q86U17,30,0,30,0,8,0
Q86VZ6,30,3,27,2,19,0
Q86WK6,45,2,43,2,11,0
Q86XK3,39,7,32,7,25,0
Q8IYD8,248,21,227,12,122,0
Q8IYW4,86,2,84,2,39,0
Q8N1L1,19,0,19,0,8,0
Q8N5Y8,33,1,32,1,14,0
Q8NA54,52,0,52,0,23,0
Q8NAT2,103,1,102,1,48,0
Q8NBC4,11,0,11,0,2,0
Q8NBI3,19,0,19,0,9,0
Q8NC56,40,9,31,9,24,0
Q8NEB9,76,13,63,11,41,0
Q8NGQ6,20,0,20,0,7,0
Q8TBC5,44,3,41,3,26,0
Q8TCZ2,16,1,15,0,7,0
Q8TD94,37,0,37,0,14,0
Q8WVH0,8,0,8,0,7,0
Q8WXD9,145,28,117,27,104,0
Q92698,71,7,64,5,35,0
Q96AC1,64,18,46,18,45,0
Q96DT6,45,8,37,4,15,0
Q96DY2,25,1,24,1,15,0
Q96NU0,118,0,118,0,49,0
Q96Q11,23,4,19,4,15,0
Q96S55,73,16,57,15,49,0
Q9BQS2,31,1,30,0,9,0
Q9BSH5,11,0,11,0,5,0
Q9BUU2,29,3,26,2,13,0
Q9BYQ7,17,0,17,0,0,0
Q9BYW1,29,0,29,0,7,0
Q9BZI7,34,9,25,7,23,0
Q9C0F1,44,10,34,7,23,0
Q9H173,22,1,21,0,9,0
Q9H257,42,12,30,12,34,0
Q9H511,51,0,51,0,20,0
Q9HCU0,50,1,49,1,20,0
Q9NPH6,5,0,5,0,3,0
Q9NQ40,40,0,40,0,7,0
Q9UBS5,76,3,73,0,24,0
Q9UHR5,34,11,23,11,26,0
Q9UKR8,21,0,21,0,8,0
Q9UP52,64,2,62,1,32,0
Q9Y289,57,3,54,1,9,0
Q9Y2H1,25,3,22,2,11,0
Q9Y3A2,5,1,4,1,4,0
A0A087WV53,12,0,12,0,7,0
A4D1E9,24,3,21,3,11,0
A6NC98,102,15,87,14,63,0
A6NI47,41,0,41,0,10,0
B1AK76,7,0,7,0,3,0
D6RJB6,39,0,39,0,4,0
E9PGG2,28,3,25,3,13,0
O00341,35,0,35,0,8,0
O14511,114,0,114,0,66,0
O14581,30,0,30,0,4,0
O14782,63,7,56,6,29,0
O15211,106,19,87,15,61,0
O75676,66,16,50,10,36,0
O75925,99,20,79,13,43,0
O95376,30,3,27,3,12,0
P04180,22,1,21,0,8,0
P05013,17,0,17,0,7,0
P05451,19,0,19,0,6,0
P0DTE1,15,0,15,0,3,0
P13500,5,0,5,0,3,0
P21128,32,0,32,0,18,0
P26373,18,8,10,7,16,0
P31512,36,1,35,1,17,0
P32745,33,2,31,2,12,0
P37802,13,6,7,4,8,0
P46098,36,2,34,2,10,0
P48163,26,1,25,1,13,0
P49796,132,25,107,23,82,0
P57078,73,9,64,9,41,0
P61296,16,1,15,1,9,0
P63316,5,0,5,0,1,0
P80098,5,0,5,0,0,0
P80217,16,2,14,2,9,0
Q00613,95,26,69,20,57,0
Q01081,25,11,14,7,15,0
Q06124,47,14,33,11,30,0
Q12774,226,42,184,39,145,0
Q14512,18,1,17,1,7,0
Q14940,79,9,70,8,39,0
Q15059,83,16,67,12,53,0
Q15545,34,12,22,8,21,0
Q1HG44,22,0,22,0,6,0
Q5HYJ1,26,1,25,1,6,0
Q5SW24,81,1,80,1,42,0
Q5T753,22,0,22,0,5,0
Q5T890,154,0,154,0,83,0
Q5TCQ9,137,16,121,14,82,0
Q5VYV0,34,0,34,0,13,0
Q68CP9,202,15,187,9,85,0
Q69YG0,15,0,15,0,2,0
Q6DN72,40,0,40,0,16,0
Q6DT37,127,16,111,11,64,0
Q6IWH7,57,2,55,1,20,0
Q6P1J6,104,2,102,2,43,0
Q6P4H8,13,0,13,0,3,0
Q6P9F5,15,0,15,0,4,0
Q6PEX3,33,0,33,0,10,0
Q6PJI9,111,22,89,15,48,0
Q6PK18,25,0,25,0,10,0
Q6UX71,42,4,38,3,15,0
