,entry_count,positive_count,negative_count,correctly_guessed,positive_guess_count,negative_guess_count
Q9NY61,72,27,45,34,61,11
Q9NYQ7,293,11,282,154,148,145
Q9NYY3,52,3,49,38,17,35
Q9UHH9,29,3,26,18,14,15
Q9UHM6,45,0,45,28,17,28
Q9UKD2,22,7,15,9,16,6
Q9ULC8,99,19,80,43,75,24
Q9Y216,62,0,62,33,29,33
Q9Y2B9,4,0,4,2,2,2
Q9Y4Z0,3,0,3,2,1,2
Q9Y5C1,36,0,36,19,17,19
Q9Y5X4,40,0,40,26,14,26
Q9Y6I4,47,4,43,37,14,33
Q9Y6J8,19,0,19,14,5,14
A0A075B6J2,17,0,17,11,6,11
A0A286YFB4,6,0,6,6,0,6
A2A2Z9,53,1,52,28,24,29
O00110,15,0,15,12,3,12
O15146,72,2,70,40,32,40
O43561,53,22,31,26,39,14
O60921,18,1,17,13,6,12
O75309,58,0,58,37,21,37
O75409,12,0,12,3,9,3
O75506,6,1,5,4,3,3
O95965,34,0,34,25,9,25
P07498,7,0,7,6,1,6
P09471,25,3,22,13,15,10
P0C2Y1,37,0,37,17,20,17
P0C7T2,25,0,25,22,3,22
P0DP02,12,0,12,11,1,11
P13497,80,1,79,45,36,44
P29474,89,11,78,42,56,33
P35414,35,2,33,21,14,21
P36575,27,0,27,20,7,20
P52597,50,15,35,32,31,19
P54840,47,5,42,25,25,22
P55036,31,6,25,19,18,13
P57076,13,3,10,7,9,4
P62861,2,0,2,0,2,0
P63173,5,2,3,2,5,0
Q01804,131,8,123,56,81,50
Q04912,103,3,100,64,42,61
Q07021,25,7,18,13,15,10
Q07687,50,3,47,23,30,20
Q11128,30,0,30,17,13,17
Q13395,129,2,127,90,39,90
Q14117,24,1,23,17,8,16
Q14541,36,3,33,22,17,19
Q15149,392,135,257,198,281,111
Q15293,16,5,11,9,10,6
Q16186,56,10,46,32,28,28
Q16520,14,1,13,6,9,5
Q16549,54,1,53,36,19,35
Q16621,32,2,30,18,16,16
Q16878,11,0,11,9,2,9
Q5TA82,15,0,15,13,2,13
Q5VVB8,7,0,7,7,0,7
Q6NUN9,50,5,45,31,22,28
Q6P158,136,14,122,74,70,66
Q6PH81,18,3,15,6,15,3
Q6PP77,30,0,30,24,6,24
Q6TFL4,42,0,42,25,17,25
Q6UX06,45,0,45,20,25,20
Q6ZT21,36,0,36,24,12,24
Q6ZUA9,120,1,119,77,44,76
Q6ZV29,104,5,99,61,46,58
Q6ZVZ8,22,0,22,13,9,13
Q76EJ3,24,0,24,17,7,17
Q7L2E3,95,11,84,48,56,39
Q86UD3,22,0,22,18,4,18
Q86VX9,61,8,53,28,35,26
Q8IUG1,27,0,27,27,0,27
Q8IVF4,250,8,242,155,95,155
Q8IYX0,33,0,33,30,3,30
Q8N7P3,15,0,15,14,1,14
Q8NBM8,40,0,40,31,9,31
Q8NCL4,38,0,38,24,14,24
Q8NG83,29,0,29,23,6,23
Q8NGF8,24,0,24,20,4,20
Q8TCT8,31,1,30,27,3,28
Q8TE02,31,3,28,20,14,17
Q8WU58,42,1,41,28,15,27
Q8WWZ7,158,13,145,118,43,115
Q8WZ73,39,9,30,25,19,20
Q92551,62,12,50,30,40,22
Q96FF9,51,25,26,25,45,6
Q99525,1,0,1,1,0,1
Q9BQE5,16,2,14,10,6,10
Q9BQJ4,13,0,13,11,2,11
Q9BRR6,43,1,42,27,15,28
Q9BRY0,32,7,25,20,13,19
Q9BTA0,6,0,6,4,2,4
Q9BVJ6,83,28,55,39,70,13
Q9BXR3,50,0,50,31,19,31
Q9BXU1,83,0,83,45,38,45
Q9BYC5,29,1,28,20,10,19
Q9H0K1,90,14,76,50,48,42
Q9H334,66,9,57,43,30,36
Q9H4F8,33,0,33,21,12,21
Q9HBQ8,7,0,7,4,3,4
Q9HCK0,38,0,38,23,15,23
Q9NPF0,29,1,28,22,6,23
Q9NQR1,27,4,23,15,14,13
Q9NSK7,7,2,5,4,3,4
Q9NX07,18,1,17,12,5,13
Q9P219,222,50,172,102,162,60
Q9P2B2,91,1,90,51,41,50
Q9UBV8,23,0,23,15,8,15
Q9UNH6,23,1,22,11,13,10
Q9Y4E1,229,86,143,117,192,37
Q9Y4R8,72,12,60,43,37,35
Q9Y6V0,693,65,628,314,442,251
Q9Y6Y9,15,0,15,12,3,12
W5XKT8,17,0,17,12,5,12
A0A0K0K1G8,8,0,8,5,3,5
A0A494C0B9,8,0,8,2,6,2
A0A7I2V2S6,2,0,2,1,1,1
A0A7P0TAN4,51,0,51,41,10,41
A6NDD5,19,0,19,11,8,11
A8MPP1,60,3,57,42,21,39
A8MZ26,2,0,2,1,1,1
O00124,25,2,23,13,12,13
O14609,13,0,13,10,3,10
O14709,83,6,77,57,28,55
O15229,35,0,35,24,11,24
O15315,37,0,37,25,12,25
O43490,66,1,65,46,19,47
O43567,30,1,29,15,16,14
O43809,4,0,4,2,2,2
O60566,103,17,86,59,53,50
O60882,31,1,30,19,13,18
O95628,79,14,65,49,34,45
O95715,7,0,7,4,3,4
P00738,17,0,17,13,4,13
P05388,25,7,18,15,11,14
P09669,1,0,1,1,0,1
P17029,71,20,51,44,37,34
P22531,1,0,1,0,1,0
P32754,25,6,19,17,8,17
P35227,29,0,29,15,14,15
P39877,4,0,4,2,2,2
P50395,41,15,26,19,19,22
P51511,24,2,22,14,12,12
P55089,8,0,8,3,5,3
P58557,2,0,2,0,2,0
P59533,34,0,34,30,4,30
P61254,13,5,8,6,8,5
Q12809,115,14,101,62,65,50
Q13255,102,2,100,62,40,62
Q15334,102,10,92,63,45,57
Q16473,32,0,32,14,18,14
Q3MIN7,88,15,73,36,63,25
Q52LD8,63,8,55,32,37,26
Q5T751,22,0,22,20,2,20
Q6IE37,108,1,107,79,28,80
Q6P3X8,43,0,43,23,20,23
Q7L0X0,57,0,57,20,37,20
Q7L8L6,64,1,63,42,23,41
Q7LDG7,64,10,54,36,38,26
Q7Z3D4,34,5,29,19,20,14
Q7Z404,52,1,51,35,18,34
Q7Z699,46,0,46,26,20,26
Q7Z6J4,43,0,43,24,19,24
Q86VE9,30,0,30,25,5,25
Q8IUW5,30,8,22,12,24,6
Q8IYB8,56,1,55,34,23,33
Q8N6P7,59,1,58,36,24,35
Q8N7J2,66,4,62,29,35,31
Q8N816,31,0,31,29,2,29
Q8NAP8,51,2,49,23,28,23
Q8NBP7,51,2,49,35,16,35
Q8NCL9,29,0,29,19,10,19
Q8NF37,32,0,32,13,19,13
Q8TCP9,48,2,46,27,23,25
Q8TE77,78,19,59,43,52,26
Q8TF66,46,1,45,30,15,31
Q8WUX2,5,0,5,4,1,4
Q8WWQ2,41,0,41,21,20,21
Q92562,77,2,75,41,38,39
Q96AJ9,15,2,13,8,7,8
Q96AX9,48,7,41,28,27,21
Q96DG6,16,5,11,10,5,11
Q96FS4,114,26,88,61,73,41
Q96FW1,24,4,20,16,10,14
Q96M60,53,2,51,29,26,27
Q96N53,14,0,14,3,11,3
Q96NL1,37,0,37,17,20,17
Q96NR3,74,0,74,54,20,54
Q96P11,34,2,32,22,14,20
Q96S42,28,0,28,17,11,17
Q99941,91,8,83,49,46,45
Q9BPW9,16,0,16,11,5,11
Q9BRP8,19,6,13,9,14,5
Q9BTT6,40,6,34,25,19,21
Q9BUL9,24,9,15,11,16,8
Q9H2Z4,23,0,23,9,14,9
Q9H361,48,9,39,26,27,21
Q9HBB8,66,4,62,45,25,41
Q9NNW5,78,1,77,58,21,57
Q9NVR2,44,7,37,27,22,22
Q9NXG2,25,7,18,13,15,10
Q9NY47,61,0,61,41,20,41
Q9P1Y6,264,56,208,107,205,59
Q9UKD1,47,5,42,30,20,27
Q9UKM9,36,13,23,18,25,11
Q9UL36,185,4,181,140,45,140
Q9UL62,90,3,87,49,42,48
Q9ULL4,121,3,118,75,45,76
Q9UN70,92,12,80,48,56,36
Q9Y2W3,80,0,80,51,29,51
Q9Y3V2,18,0,18,11,7,11
Q9Y547,11,0,11,5,6,5
Q9Y5G9,83,0,83,53,30,53
Q9Y664,34,0,34,19,15,19
A0A1B0GTD5,9,0,9,7,2,7
A0A3B3IT52,10,0,10,6,4,6
A6NFU8,8,0,8,6,2,6
A6NMZ7,176,7,169,93,86,90
A6NNN8,39,1,38,32,8,31
A8MYZ6,38,1,37,16,23,15
B2RV13,8,0,8,5,3,5
O14645,14,0,14,6,8,6
O15294,53,3,50,32,20,33
O43147,89,8,81,55,42,47
O43896,101,17,84,51,63,38
O94941,53,1,52,39,15,38
P00995,3,0,3,3,0,3
P01599,15,0,15,7,8,7
P05089,23,5,18,11,13,10
P05141,16,5,11,10,1,15
P06737,44,11,33,26,19,25
P07814,120,34,86,74,62,58
P0C851,15,0,15,11,4,11
P0DN82,21,0,21,20,1,20
P11509,32,3,29,17,16,16
P11940,53,17,36,29,29,24
P17538,24,0,24,21,3,21
P17947,22,0,22,10,12,10
P18084,66,5,61,49,20,46
P18283,9,1,8,5,5,4
P19320,76,3,73,48,27,49
P19419,56,13,43,30,33,23
P20849,42,0,42,24,18,24
P21266,12,4,8,7,5,7
P23284,12,4,8,6,8,4
P24387,22,0,22,13,9,13
P32246,23,5,18,17,9,14
P35475,41,0,41,22,19,22
P38935,88,12,76,44,50,38
P41235,51,15,36,30,34,17
P42830,7,0,7,7,0,7
P46092,28,1,27,15,14,14
P48506,44,5,39,26,23,21
P53597,20,0,20,14,6,14
P54219,38,0,38,28,10,28
P57052,36,0,36,14,22,14
P62857,6,3,3,3,6,0
Q00341,98,26,72,48,64,34
Q00535,18,5,13,12,3,15
Q00889,35,0,35,22,13,22
Q0P670,57,0,57,22,35,22
Q13873,116,20,96,70,58,58
Q15622,31,0,31,28,3,28
Q16816,21,2,19,11,12,9
Q3C1V0,36,0,36,30,6,30
Q495Y8,31,0,31,10,21,10
Q5JPI3,14,0,14,7,7,7
Q5QJ38,87,4,83,31,60,27
Q6JVE5,11,0,11,7,4,7
Q6NUT2,58,1,57,34,25,33
Q6PJQ5,27,0,27,13,14,13
Q6S8J3,87,8,79,50,45,42
Q6ZMI0,78,7,71,46,35,43
Q6ZRR7,113,2,111,71,44,69
Q7RTT9,37,1,36,29,9,28
Q7Z6K4,4,0,4,4,0,4
Q86T65,67,5,62,38,34,33
Q86TC9,187,37,150,94,120,67
Q86UQ0,32,1,31,19,14,18
Q86YD7,48,4,44,22,30,18
Q8IWY8,82,8,74,42,42,40
Q8IYR0,34,1,33,24,11,23
Q8N2W9,39,1,38,21,17,22
Q8N4S7,16,0,16,10,6,10
Q8N8A8,8,0,8,4,4,4
Q8NGZ9,29,0,29,29,0,29
Q8NHY5,24,1,23,10,15,9
Q8TF40,164,30,134,87,89,75
Q8WU08,19,0,19,12,7,12
Q8WUE5,21,0,21,15,6,15
Q92527,12,2,10,6,6,6
Q92882,13,5,8,7,7,6
Q93015,18,2,16,7,13,5
Q969Z4,29,2,27,15,16,13
Q96AT1,19,9,10,10,16,3
Q96D09,91,10,81,49,52,39
Q96PQ7,63,3,60,42,22,41
Q96QC0,84,23,61,39,58,26
Q9BRJ9,28,0,28,6,22,6
Q9BUN1,48,3,45,19,32,16
Q9BXC9,56,1,55,37,20,36
Q9H3H3,17,2,15,7,12,5
Q9H444,10,3,7,5,6,4
Q9H5V8,93,12,81,58,43,50
Q9HB14,34,1,33,26,9,25
Q9NRJ2,17,0,17,8,9,8
Q9NVE4,74,3,71,40,35,39
Q9NYX4,9,0,9,5,4,5
Q9Y2G0,69,5,64,38,34,35
Q9Y2Q0,82,5,77,55,28,54
Q9Y2Q5,5,0,5,5,0,5
Q9Y2X0,85,2,83,63,22,63
Q9Y6M9,7,2,5,5,4,3
U3KPV4,14,0,14,10,4,10
A0A0B4J265,10,0,10,5,5,5
O00337,54,3,51,41,16,38
O14641,111,20,91,50,73,38
O14730,38,7,31,23,22,16
O14757,48,15,33,30,25,23
O15266,22,3,19,9,16,6
O43309,42,2,40,26,16,26
O43704,14,0,14,7,7,7
O43741,45,17,28,25,17,28
O60641,103,7,96,64,44,59
O60656,32,0,32,27,5,27
O75061,101,12,89,56,55,46
P01718,14,0,14,6,8,6
P01920,13,0,13,6,7,6
P07954,30,4,26,17,13,17
P0DMU9,15,0,15,8,7,8
P10244,79,17,62,47,37,42
P11511,26,0,26,22,4,22
P14406,2,0,2,0,2,0
P17661,51,19,32,26,42,9
P31350,28,6,22,18,8,20
P36873,16,2,14,11,5,11
P37108,8,2,6,2,6,2
P42702,114,8,106,70,50,64
P45844,59,1,58,39,21,38
P51151,14,1,13,11,4,10
P56555,13,0,13,6,7,6
P56817,32,0,32,21,11,21
P59541,23,0,23,19,4,19
Q12800,40,7,33,26,15,25
Q12955,580,100,480,267,363,217
Q13137,32,7,25,16,19,13
Q13324,20,0,20,14,6,14
Q13464,100,20,80,48,60,40
Q13621,77,5,72,56,24,53
Q14184,21,0,21,7,14,7
Q14232,24,4,20,16,12,12
Q14574,65,10,55,38,33,32
Q16559,3,0,3,1,2,1
Q58G82,22,0,22,18,4,18
Q5JNZ5,5,0,5,2,3,2
Q5SGD2,24,1,23,19,6,18
Q6NXS1,23,5,18,11,15,8
Q6PL24,38,9,29,20,23,15
Q6UXU4,23,0,23,16,7,16
Q6WRX3,57,0,57,45,12,45
Q6YHK3,144,3,141,90,57,87
Q6ZS81,303,11,292,198,108,195
Q7KZ85,111,21,90,62,62,49
Q86UD7,16,0,16,4,12,4
Q86UU5,53,0,53,23,30,23
Q86VL8,48,0,48,33,15,33
Q8IUW3,35,6,29,20,21,14
Q8IXF0,111,5,106,43,73,38
Q8IZF5,93,0,93,65,28,65
Q8N0U7,57,5,52,23,39,18
Q8N4M1,50,1,49,39,12,38
Q8N5L8,15,2,13,7,10,5
Q8NA31,68,1,67,48,19,49
Q8NGD4,32,0,32,27,5,27
Q8NHC7,32,0,32,30,2,30
Q8TAA3,18,5,13,11,12,6
Q8TD35,6,0,6,1,5,1
Q8TDF5,47,0,47,26,21,26
Q8WU10,28,0,28,17,11,17
Q8WZA2,52,0,52,34,18,34
Q8WZA9,31,3,28,17,17,14
Q96BF6,47,1,46,23,25,22
Q96BT7,60,3,57,29,32,28
Q96C24,82,21,61,35,66,16
Q96CM3,19,1,18,14,6,13
Q96DY7,99,11,88,58,50,49
Q96DZ1,32,1,31,21,12,20
Q96E40,18,0,18,10,8,10
Q96JK4,43,0,43,23,20,23
Q96PM5,10,2,8,7,3,7
Q96SB8,80,8,72,40,48,32
Q99519,38,1,37,20,19,19
Q9BV81,7,0,7,5,2,5
Q9BVS4,68,23,45,35,44,24
Q9GZP8,21,5,16,7,19,2
Q9H609,13,4,9,9,6,7
Q9H668,29,2,27,17,10,19
Q9NP71,98,15,83,52,59,39
Q9NSA1,14,0,14,9,5,9
Q9NZD8,22,0,22,17,5,17
Q9UBT2,50,11,39,29,24,26
Q9UDY6,23,0,23,16,7,16
Q9UHD1,30,8,22,18,16,14
Q9UI46,52,2,50,29,23,29
Q9UL40,22,1,21,10,13,9
Q9UP79,58,3,55,35,26,32
Q9UQM7,31,6,25,15,20,11
Q9Y258,9,0,9,8,1,8
Q9Y2J4,86,19,67,38,61,25
Q9Y3R5,272,39,233,149,150,122
Q9Y473,59,0,59,48,11,48
Q9Y5Y9,150,3,147,84,67,83
Q9Y617,34,7,27,26,5,29
A6NM66,14,0,14,10,4,10
A8MZ36,9,0,9,3,6,3
O00287,30,7,23,17,16,14
O14497,304,57,247,168,169,135
O14559,152,5,147,50,107,45
O15234,78,21,57,34,59,19
O15259,61,3,58,28,36,25
O43435,22,1,21,10,13,9
O43506,40,0,40,31,9,31
O60229,243,16,227,142,113,130
O60296,122,16,106,69,67,55
O75362,136,33,103,74,81,55
P00813,17,2,15,10,9,8
P05181,29,8,21,18,9,20
P0DI82,7,0,7,5,2,5
P0DMB2,9,0,9,5,4,5
P13349,30,2,28,18,14,16
P27815,106,20,86,48,72,34
P32969,11,2,9,5,8,3
P39019,9,2,7,4,7,2
P43234,33,1,32,24,10,23
P49454,363,88,275,193,184,179
P51665,19,2,17,11,6,13
P53370,20,1,19,15,4,16
P54821,20,0,20,6,14,6
P55056,8,0,8,4,4,4
P62745,10,2,8,4,8,2
P78346,22,3,19,13,8,14
P81534,2,0,2,2,0,2
Q06587,51,18,33,25,38,13
Q13562,32,0,32,23,9,23
Q15464,91,26,65,46,65,26
Q15526,17,0,17,9,8,9
Q15637,45,6,39,25,24,21
Q16586,20,0,20,9,11,9
Q16649,77,8,69,47,36,41
Q16854,21,1,20,8,14,7
Q3SY84,63,9,54,33,37,26
Q495D7,8,0,8,4,4,4
Q5HYW2,215,41,174,106,146,69
Q5JRM2,56,0,56,16,40,16
Q5JST6,51,1,50,33,19,32
Q5JU69,22,0,22,20,2,20
Q5ST30,76,3,73,36,39,37
Q6A163,43,3,40,28,18,25
Q6P2D0,27,0,27,22,5,22
Q7Z353,74,0,74,37,37,37
Q7Z6I5,20,0,20,16,4,16
Q7Z6J0,117,26,91,70,65,52
Q86W56,101,24,77,56,63,38
Q86Y79,10,0,10,3,7,3
Q8IWL2,11,0,11,7,4,7
Q8IYN6,15,0,15,7,8,7
Q8N5D6,21,0,21,11,10,11
Q8NAM6,45,0,45,29,16,29
Q8NB37,26,4,22,18,8,18
Q8NBD8,5,0,5,5,0,5
Q8TAM1,62,1,61,53,8,54
Q8TC41,40,0,40,20,20,20
Q8TDX9,303,2,301,185,120,183
Q8WUJ0,16,5,11,11,10,6
Q8WXF3,11,0,11,7,4,7
Q92581,52,4,48,38,16,36
Q92614,244,72,172,122,182,62
Q92629,16,2,14,10,6,10
Q969Q5,13,0,13,10,3,10
Q969T3,28,3,25,12,19,9
Q96A04,10,0,10,2,8,2
Q96E14,9,2,7,4,7,2
Q96ES6,20,1,19,17,2,18
Q96HU1,56,5,51,36,21,35
Q96L15,19,0,19,9,10,9
Q96MC6,45,2,43,31,14,31
Q99661,86,25,61,46,51,35
Q99933,29,5,24,9,23,6
Q9BQP9,16,0,16,12,4,12
Q9BTD8,21,2,19,7,16,5
Q9BZ11,48,2,46,30,18,30
Q9BZD6,16,4,12,8,12,4
Q9H0L4,45,10,35,23,24,21
Q9H0R6,43,0,43,33,10,33
Q9H239,26,0,26,16,10,16
Q9H3U1,73,12,61,49,30,43
Q9H4I3,27,1,26,15,11,16
Q9H9S3,30,0,30,19,11,19
Q9NPG8,16,1,15,14,1,15
Q9NRC8,27,0,27,12,15,12
Q9NX04,13,0,13,6,7,6
Q9NZ53,69,10,59,34,43,26
Q9P0N5,7,0,7,4,3,4
Q9UBM1,13,0,13,9,4,9
Q9UFN0,13,0,13,9,4,9
Q9UHC6,129,2,127,81,48,81
Q9UHJ3,68,5,63,35,38,30
Q9UHR6,21,4,17,11,14,7
Q9ULH1,128,29,99,65,82,46
Q9ULI2,27,0,27,15,12,15
Q9ULM6,47,1,46,28,20,27
Q9Y262,43,8,35,24,21,22
Q9Y4B5,253,79,174,126,194,59
A1L170,45,12,33,21,34,11
A6NKD9,47,8,39,17,36,11
A6NN90,53,0,53,26,27,26
O00559,18,5,13,13,6,12
O14640,91,5,86,41,53,38
O43615,33,3,30,15,19,14
O43760,16,1,15,14,3,13
O60260,34,6,28,19,13,21
O60292,246,59,187,125,164,82
O60826,45,6,39,22,25,20
O60894,5,1,4,3,3,2
O75431,12,1,11,6,5,7
O76095,10,0,10,9,1,9
O95153,174,6,168,73,103,71
O95395,27,0,27,17,10,17
O95571,18,3,15,12,9,9
O95900,16,1,15,10,7,9
P04070,35,1,34,24,12,23
P07288,21,0,21,16,5,16
P09958,62,2,60,47,17,45
P0DMQ5,10,0,10,7,3,7
P10074,48,5,43,36,17,31
P13639,63,19,44,39,27,36
P19526,17,0,17,16,1,16
P30050,13,5,8,6,8,5
P35716,68,9,59,26,51,17
P41968,21,0,21,18,3,18
P46527,22,7,15,9,20,2
P55087,20,3,17,15,6,14
P55197,184,29,155,101,104,80
P59025,22,1,21,11,12,10
P62495,31,5,26,19,15,16
P78563,88,14,74,48,48,40
Q01740,39,1,38,25,13,26
Q13085,195,39,156,119,85,110
Q13303,32,5,27,19,16,16
Q14330,18,0,18,12,6,12
Q14558,22,2,20,11,13,9
Q16134,29,2,27,16,13,16
Q5T6L9,54,0,54,34,20,34
Q5U651,89,19,70,48,58,31
Q5VWZ2,20,1,19,14,7,13
Q695T7,51,0,51,42,9,42
Q6B9Z1,8,0,8,6,2,6
Q6GPH6,35,1,34,26,8,27
Q6H8Q1,86,19,67,37,66,20
Q6L8H2,57,0,57,56,1,56
Q6P988,36,0,36,26,10,26
Q6UWF7,45,2,43,33,10,35
Q6ZMZ0,74,0,74,43,31,43
Q7Z7F0,51,4,47,28,25,26
Q7Z7N9,26,2,24,22,6,20
Q86U17,30,0,30,21,9,21
Q86VZ6,30,3,27,14,15,15
Q86WK6,45,2,43,34,13,32
Q86XK3,39,7,32,21,21,18
Q8IYD8,248,21,227,132,127,121
Q8IYW4,86,2,84,43,43,43
Q8N1L1,19,0,19,10,9,10
Q8N5Y8,33,1,32,23,11,22
Q8NA54,52,0,52,25,27,25
Q8NAT2,103,1,102,60,44,59
Q8NBC4,11,0,11,6,5,6
Q8NBI3,19,0,19,8,11,8
Q8NC56,40,9,31,23,26,14
Q8NEB9,76,13,63,43,42,34
Q8NGQ6,20,0,20,18,2,18
Q8TBC5,44,3,41,23,22,22
Q8TCZ2,16,1,15,9,6,10
Q8TD94,37,0,37,20,17,20
Q8WVH0,8,0,8,3,5,3
Q8WXD9,145,28,117,63,106,39
Q92698,71,7,64,37,35,36
Q96AC1,64,18,46,35,39,25
Q96DT6,45,8,37,28,21,24
Q96DY2,25,1,24,8,18,7
Q96NU0,118,0,118,82,36,82
Q96Q11,23,4,19,11,16,7
Q96S55,73,16,57,38,47,26
Q9BQS2,31,1,30,21,9,22
Q9BSH5,11,0,11,5,6,5
Q9BUU2,29,3,26,18,14,15
Q9BYQ7,17,0,17,17,0,17
Q9BYW1,29,0,29,22,7,22
Q9BZI7,34,9,25,14,27,7
Q9C0F1,44,10,34,22,28,16
Q9H173,22,1,21,11,12,10
Q9H257,42,12,30,20,32,10
Q9H511,51,0,51,36,15,36
Q9HCU0,50,1,49,27,24,26
Q9NPH6,5,0,5,1,4,1
Q9NQ40,40,0,40,34,6,34
Q9UBS5,76,3,73,47,28,48
Q9UHR5,34,11,23,16,25,9
Q9UKR8,21,0,21,15,6,15
Q9UP52,64,2,62,40,26,38
Q9Y289,57,3,54,43,13,44
Q9Y2H1,25,3,22,16,10,15
Q9Y3A2,5,1,4,1,5,0
A0A087WV53,12,0,12,7,5,7
A4D1E9,24,3,21,19,8,16
A6NC98,102,15,87,35,80,22
A6NI47,41,0,41,27,14,27
B1AK76,7,0,7,4,3,4
D6RJB6,39,0,39,32,7,32
E9PGG2,28,3,25,18,13,15
O00341,35,0,35,32,3,32
O14511,114,0,114,37,77,37
O14581,30,0,30,28,2,28
O14782,63,7,56,30,34,29
O15211,106,19,87,54,63,43
O75676,66,16,50,32,48,18
O75925,99,20,79,61,46,53
O95376,30,3,27,23,8,22
P04180,22,1,21,14,7,15
P05013,17,0,17,11,6,11
P05451,19,0,19,15,4,15
P0DTE1,15,0,15,12,3,12
P13500,5,0,5,1,4,1
P21128,32,0,32,20,12,20
P26373,18,8,10,8,16,2
P31512,36,1,35,24,13,23
P32745,33,2,31,18,17,16
P37802,13,6,7,7,8,5
P46098,36,2,34,20,16,20
P48163,26,1,25,19,8,18
P49796,132,25,107,68,81,51
P57078,73,9,64,36,44,29
P61296,16,1,15,7,10,6
P63316,5,0,5,3,2,3
P80098,5,0,5,2,3,2
P80217,16,2,14,10,8,8
Q00613,95,26,69,57,58,37
Q01081,25,11,14,13,19,6
Q06124,47,14,33,26,27,20
Q12774,226,42,184,106,154,72
Q14512,18,1,17,13,4,14
Q14940,79,9,70,46,42,37
Q15059,83,16,67,29,66,17
Q15545,34,12,22,17,27,7
Q1HG44,22,0,22,18,4,18
Q5HYJ1,26,1,25,23,4,22
Q5SW24,81,1,80,28,54,27
Q5T753,22,0,22,20,2,20
Q5T890,154,0,154,71,83,71
Q5TCQ9,137,16,121,65,86,51
Q5VYV0,34,0,34,29,5,29
Q68CP9,202,15,187,135,78,124
Q69YG0,15,0,15,11,4,11
Q6DN72,40,0,40,24,16,24
Q6DT37,127,16,111,63,76,51
Q6IWH7,57,2,55,33,24,33
Q6P1J6,104,2,102,55,51,53
Q6P4H8,13,0,13,8,5,8
Q6P9F5,15,0,15,12,3,12
Q6PEX3,33,0,33,28,5,28
Q6PJI9,111,22,89,64,63,48
Q6PK18,25,0,25,17,8,17
Q6UX71,42,4,38,26,18,24
Q70J99,76,4,72,38,40,36
Q7RTV5,15,0,15,9,6,9
Q7Z6I6,131,25,106,52,98,33
Q7Z6L0,28,0,28,8,20,8
Q86SG5,5,0,5,4,1,4
Q86T26,35,0,35,29,6,29
Q8IY33,122,30,92,54,92,30
Q8N1G4,43,8,35,29,20,23
Q8N3F0,8,0,8,8,0,8
Q8N5C6,87,14,73,51,40,47
Q8N6N7,3,0,3,1,2,1
Q8N6S4,39,1,38,24,16,23
Q8NAB2,56,0,56,45,11,45
Q8TF17,116,1,115,68,49,67
Q8WXH6,24,0,24,14,10,14
Q96A47,37,5,32,22,20,17
Q96EV2,101,21,80,58,54,47
Q96KR4,49,0,49,33,16,33
Q96KT7,26,0,26,22,4,22
Q96LI9,20,0,20,12,8,12
Q96PV0,168,25,143,68,113,55
Q96RS6,45,4,41,33,12,33
Q99550,127,0,127,50,77,50
Q99929,23,4,19,6,21,2
Q9BUW7,3,0,3,3,0,3
Q9BYF1,53,5,48,31,21,32
Q9H0Q0,19,1,18,12,8,11
Q9H2F5,99,10,89,60,49,50
Q9NPD7,9,0,9,6,3,6
Q9NSJ1,27,0,27,23,4,23
Q9NUP7,22,1,21,6,17,5
Q9NWS1,51,3,48,30,22,29
Q9NWS6,20,1,19,12,9,11
Q9NZQ9,18,1,17,10,9,9
Q9UK55,27,3,24,16,14,13
Q9UM73,149,11,138,85,69,80
Q9Y2N7,71,3,68,31,41,30
Q9Y305,44,7,37,24,27,17
Q9Y3E1,25,9,16,10,24,1
A0A1W2PQJ5,10,0,10,6,4,6
A0A2R8Y4L2,23,0,23,4,19,4
A6NLI5,41,0,41,29,12,29
K7EIQ3,5,0,5,3,2,3
O00295,38,0,38,15,23,15
O43736,14,0,14,10,4,10
O43812,8,0,8,3,5,3
O60294,54,2,52,37,17,37
O75155,88,4,84,55,35,53
O75251,16,1,15,7,10,6
O75312,26,3,23,15,14,12
O76024,71,8,63,45,30,41
O95990,3,0,3,0,3,0
P01732,18,1,17,13,6,12
P04181,22,1,21,12,11,11
P05062,29,9,20,17,11,18
P08183,99,12,87,60,47,52
P08237,55,13,42,38,20,35
P0C617,28,1,27,22,5,23
P0CJ78,95,6,89,58,43,52
P0DJI8,10,0,10,7,3,7
P23942,29,0,29,16,13,16
P28065,15,1,14,6,10,5
P31314,18,0,18,15,3,15
P31997,33,0,33,18,15,18
P43627,36,0,36,21,15,21
P49756,58,15,43,28,41,17
P51124,21,0,21,13,8,13
P51589,23,0,23,19,4,19
P60606,5,1,4,2,2,3
Q0PNE2,19,2,17,14,7,12
Q0ZGT2,50,17,33,26,35,15
Q14790,44,9,35,22,27,17
Q16778,21,10,11,10,15,6
Q1X8D7,90,2,88,47,45,45
Q3C1V8,18,0,18,6,12,6
Q5RHP9,118,7,111,36,89,29
Q5TGP6,51,0,51,39,12,39
Q6AI14,68,0,68,44,24,44
Q6L8H1,62,0,62,62,0,62
Q6NUI2,61,2,59,35,28,33
Q6R327,230,62,168,135,113,117
Q6TDU7,45,0,45,28,17,28
Q6ZN28,79,16,63,49,34,45
Q6ZU64,162,3,159,98,63,99
Q7RTS9,65,3,62,39,25,40
